s,k,res,s2,acc
128,10,1.0,192,0.652325
128,10,1.0,256,0.674185
128,10,1.1,3,0.706454
128,10,1.1,5,0.707495
128,10,1.1,8,0.710965
128,10,1.1,16,0.716169
128,10,1.1,24,0.697779
128,10,1.1,32,0.703331
128,10,1.1,48,0.712353
128,10,1.1,64,0.759195
128,10,1.1,96,0.690146
128,10,1.1,128,0.684247
128,10,1.1,192,0.652325
128,10,1.1,256,0.674185
128,10,1.2,3,0.706454
128,10,1.2,5,0.707495
128,10,1.2,8,0.710965
128,10,1.2,16,0.716169
128,10,1.2,24,0.697779
128,10,1.2,32,0.703331
128,10,1.2,48,0.712353
128,10,1.2,64,0.759195
128,10,1.2,96,0.690146
128,10,1.2,128,0.684247
128,10,1.2,192,0.652325
128,10,1.2,256,0.674185
128,10,1.3,3,0.706454
128,10,1.3,5,0.707495
128,10,1.3,8,0.710965
128,10,1.3,16,0.716169
128,10,1.3,24,0.697779
128,10,1.3,32,0.703331
128,10,1.3,48,0.712353
128,10,1.3,64,0.759195
128,10,1.3,96,0.690146
128,10,1.3,128,0.684247
128,10,1.3,192,0.652325
128,10,1.3,256,0.674185
128,10,1.4,3,0.706454
128,10,1.4,5,0.707495
128,10,1.4,8,0.710965
128,10,1.4,16,0.716169
128,10,1.4,24,0.697779
128,10,1.4,32,0.703331
128,10,1.4,48,0.712353
128,10,1.4,64,0.759195
128,10,1.4,96,0.690146
128,10,1.4,128,0.684247
128,10,1.4,192,0.652325
128,10,1.4,256,0.674185
128,10,1.5,3,0.706454
128,10,1.5,5,0.707495
128,10,1.5,8,0.710965
128,10,1.5,16,0.716169
128,10,1.5,24,0.697779
128,10,1.5,32,0.703331
128,10,1.5,48,0.712353
128,10,1.5,64,0.759195
128,10,1.5,96,0.690146
128,10,1.5,128,0.684247
128,10,1.5,192,0.652325
128,10,1.5,256,0.674185
128,15,0.6,3,0.305344
128,15,0.6,5,0.305344
128,15,0.6,8,0.305344
128,15,0.6,16,0.305344
128,15,0.6,24,0.305344
128,15,0.6,32,0.305344
128,15,0.6,48,0.305344
128,15,0.6,64,0.305344
128,15,0.6,96,0.305344
128,15,0.6,128,0.305344
128,15,0.6,192,0.305344
128,15,0.6,256,0.305344
128,15,0.7,3,0.305344
128,15,0.7,5,0.305344
128,15,0.7,8,0.305344
128,15,0.7,16,0.305344
128,15,0.7,24,0.305344
128,15,0.7,32,0.305344
128,15,0.7,48,0.305344
128,15,0.7,64,0.305344
128,15,0.7,96,0.305344
128,15,0.7,128,0.305344
128,15,0.7,192,0.305344
128,15,0.7,256,0.305344
128,15,0.8,3,0.305344
128,15,0.8,5,0.305344
128,15,0.8,8,0.305344
128,15,0.8,16,0.305344
128,15,0.8,24,0.305344
128,15,0.8,32,0.305344
128,15,0.8,48,0.305344
128,15,0.8,64,0.305344
128,15,0.8,96,0.305344
128,15,0.8,128,0.305344
128,15,0.8,192,0.305344
128,15,0.8,256,0.305344
128,15,0.9,3,0.305344
128,15,0.9,5,0.305344
128,15,0.9,8,0.305344
128,15,0.9,16,0.305344
128,15,0.9,24,0.305344
128,15,0.9,32,0.305344
128,15,0.9,48,0.305344
128,15,0.9,64,0.305344
128,15,0.9,96,0.305344
128,15,0.9,128,0.305344
128,15,0.9,192,0.305344
128,15,0.9,256,0.305344
128,15,1.0,3,0.709924
128,15,1.0,5,0.70576
128,15,1.0,8,0.716516
128,15,1.0,16,0.719292
128,15,1.0,24,0.704372
128,15,1.0,32,0.701943
128,15,1.0,48,0.709924
128,15,1.0,64,0.693269
128,15,1.0,96,0.692922
128,15,1.0,128,0.66898
128,15,1.0,192,0.648161
128,15,1.0,256,0.66551
128,15,1.1,3,0.709924
128,15,1.1,5,0.70576
128,15,1.1,8,0.716516
128,15,1.1,16,0.719292
128,15,1.1,24,0.704372
128,15,1.1,32,0.701943
128,15,1.1,48,0.709924
128,15,1.1,64,0.693269
128,15,1.1,96,0.692922
128,15,1.1,128,0.66898
128,15,1.1,192,0.648161
128,15,1.1,256,0.66551
128,15,1.2,3,0.709924
128,15,1.2,5,0.70576
128,15,1.2,8,0.716516
128,15,1.2,16,0.719292
128,15,1.2,24,0.704372
128,15,1.2,32,0.701943
128,15,1.2,48,0.709924
128,15,1.2,64,0.693269
128,15,1.2,96,0.692922
128,15,1.2,128,0.66898
128,15,1.2,192,0.648161
128,15,1.2,256,0.66551
128,15,1.3,3,0.709924
128,15,1.3,5,0.70576
128,15,1.3,8,0.716516
128,15,1.3,16,0.719292
128,15,1.3,24,0.704372
128,15,1.3,32,0.701943
128,15,1.3,48,0.709924
128,15,1.3,64,0.693269
128,15,1.3,96,0.692922
128,15,1.3,128,0.66898
128,15,1.3,192,0.648161
128,15,1.3,256,0.66551
128,15,1.4,3,0.709924
128,15,1.4,5,0.70576
128,15,1.4,8,0.716516
128,15,1.4,16,0.719292
128,15,1.4,24,0.704372
128,15,1.4,32,0.701943
128,15,1.4,48,0.709924
128,15,1.4,64,0.693269
128,15,1.4,96,0.692922
128,15,1.4,128,0.66898
128,15,1.4,192,0.648161
128,15,1.4,256,0.66551
128,15,1.5,3,0.709924
128,15,1.5,5,0.70576
128,15,1.5,8,0.716516
128,15,1.5,16,0.719292
128,15,1.5,24,0.704372
128,15,1.5,32,0.701943
128,15,1.5,48,0.709924
128,15,1.5,64,0.693269
128,15,1.5,96,0.692922
128,15,1.5,128,0.66898
128,15,1.5,192,0.648161
128,15,1.5,256,0.66551
128,20,0.6,3,0.305344
128,20,0.6,5,0.305344
128,20,0.6,8,0.305344
128,20,0.6,16,0.305344
128,20,0.6,24,0.305344
128,20,0.6,32,0.305344
128,20,0.6,48,0.305344
128,20,0.6,64,0.305344
128,20,0.6,96,0.305344
128,20,0.6,128,0.305344
128,20,0.6,192,0.305344
128,20,0.6,256,0.305344
128,20,0.7,3,0.305344
128,20,0.7,5,0.305344
128,20,0.7,8,0.305344
128,20,0.7,16,0.305344
128,20,0.7,24,0.305344
128,20,0.7,32,0.305344
128,20,0.7,48,0.305344
128,20,0.7,64,0.305344
128,20,0.7,96,0.305344
128,20,0.7,128,0.305344
128,20,0.7,192,0.305344
128,20,0.7,256,0.305344
128,20,0.8,3,0.305344
128,20,0.8,5,0.305344
128,20,0.8,8,0.305344
128,20,0.8,16,0.305344
128,20,0.8,24,0.305344
128,20,0.8,32,0.305344
128,20,0.8,48,0.305344
128,20,0.8,64,0.305344
128,20,0.8,96,0.305344
128,20,0.8,128,0.305344
128,20,0.8,192,0.305344
128,20,0.8,256,0.305344
128,20,0.9,3,0.305344
128,20,0.9,5,0.305344
128,20,0.9,8,0.305344
128,20,0.9,16,0.305344
128,20,0.9,24,0.305344
128,20,0.9,32,0.305344
128,20,0.9,48,0.305344
128,20,0.9,64,0.305344
128,20,0.9,96,0.305344
128,20,0.9,128,0.305344
128,20,0.9,192,0.305344
128,20,0.9,256,0.305344
128,20,1.0,3,0.685288
128,20,1.0,5,0.681124
128,20,1.0,8,0.715822
128,20,1.0,16,0.717904
128,20,1.0,24,0.697085
128,20,1.0,32,0.707148
128,20,1.0,48,0.707495
128,20,1.0,64,0.704025
128,20,1.0,96,0.691534
128,20,1.0,128,0.669674
128,20,1.0,192,0.680777
128,20,1.0,256,0.673491
128,20,1.1,3,0.685288
128,20,1.1,5,0.681124
128,20,1.1,8,0.715822
128,20,1.1,16,0.717904
128,20,1.1,24,0.697085
128,20,1.1,32,0.707148
128,20,1.1,48,0.707495
128,20,1.1,64,0.704025
128,20,1.1,96,0.691534
128,20,1.1,128,0.669674
128,20,1.1,192,0.680777
128,20,1.1,256,0.673491
128,20,1.2,3,0.685288
128,20,1.2,5,0.681124
128,20,1.2,8,0.715822
128,20,1.2,16,0.717904
128,20,1.2,24,0.697085
128,20,1.2,32,0.707148
128,20,1.2,48,0.707495
128,20,1.2,64,0.704025
128,20,1.2,96,0.691534
128,20,1.2,128,0.669674
128,20,1.2,192,0.680777
128,20,1.2,256,0.673491
128,20,1.3,3,0.685288
128,20,1.3,5,0.681124
128,20,1.3,8,0.715822
128,20,1.3,16,0.717904
128,20,1.3,24,0.697085
128,20,1.3,32,0.707148
128,20,1.3,48,0.707495
128,20,1.3,64,0.704025
128,20,1.3,96,0.691534
128,20,1.3,128,0.669674
128,20,1.3,192,0.680777
128,20,1.3,256,0.673491
128,20,1.4,3,0.685288
128,20,1.4,5,0.681124
128,20,1.4,8,0.715822
128,20,1.4,16,0.717904
128,20,1.4,24,0.697085
128,20,1.4,32,0.707148
128,20,1.4,48,0.707495
128,20,1.4,64,0.704025
128,20,1.4,96,0.691534
128,20,1.4,128,0.669674
128,20,1.4,192,0.680777
128,20,1.4,256,0.673491
128,20,1.5,3,0.685288
128,20,1.5,5,0.681124
128,20,1.5,8,0.715822
128,20,1.5,16,0.717904
128,20,1.5,24,0.697085
128,20,1.5,32,0.707148
128,20,1.5,48,0.707495
128,20,1.5,64,0.704025
128,20,1.5,96,0.691534
128,20,1.5,128,0.669674
128,20,1.5,192,0.680777
128,20,1.5,256,0.673491
128,30,0.6,3,0.305344
128,30,0.6,5,0.305344
128,30,0.6,8,0.305344
128,30,0.6,16,0.305344
128,30,0.6,24,0.305344
128,30,0.6,32,0.305344
128,30,0.6,48,0.305344
128,30,0.6,64,0.305344
128,30,0.6,96,0.305344
128,30,0.6,128,0.305344
128,30,0.6,192,0.305344
128,30,0.6,256,0.305344
128,30,0.7,3,0.305344
128,30,0.7,5,0.305344
128,30,0.7,8,0.305344
128,30,0.7,16,0.305344
128,30,0.7,24,0.305344
128,30,0.7,32,0.305344
128,30,0.7,48,0.305344
128,30,0.7,64,0.305344
128,30,0.7,96,0.305344
128,30,0.7,128,0.305344
128,30,0.7,192,0.305344
128,30,0.7,256,0.305344
128,30,0.8,3,0.305344
128,30,0.8,5,0.305344
128,30,0.8,8,0.305344
128,30,0.8,16,0.305344
128,30,0.8,24,0.305344
128,30,0.8,32,0.305344
128,30,0.8,48,0.305344
128,30,0.8,64,0.305344
128,30,0.8,96,0.305344
128,30,0.8,128,0.305344
128,30,0.8,192,0.305344
128,30,0.8,256,0.305344
128,30,0.9,3,0.305344
128,30,0.9,5,0.305344
128,30,0.9,8,0.305344
128,30,0.9,16,0.305344
128,30,0.9,24,0.305344
128,30,0.9,32,0.305344
128,30,0.9,48,0.305344
128,30,0.9,64,0.305344
128,30,0.9,96,0.305344
128,30,0.9,128,0.305344
128,30,0.9,192,0.305344
128,30,0.9,256,0.305344
128,30,1.0,3,0.7127
128,30,1.0,5,0.707148
128,30,1.0,8,0.71374
128,30,1.0,16,0.72068
128,30,1.0,24,0.688758
128,30,1.0,32,0.708189
128,30,1.0,48,0.70576
128,30,1.0,64,0.704372
128,30,1.0,96,0.693269
128,30,1.0,128,0.680083
128,30,1.0,192,0.640874
128,30,1.0,256,0.672103
128,30,1.1,3,0.7127
128,30,1.1,5,0.707148
128,30,1.1,8,0.71374
128,30,1.1,16,0.72068
128,30,1.1,24,0.688758
128,30,1.1,32,0.708189
128,30,1.1,48,0.70576
128,30,1.1,64,0.704372
128,30,1.1,96,0.693269
128,30,1.1,128,0.680083
128,30,1.1,192,0.640874
128,30,1.1,256,0.672103
128,30,1.2,3,0.7127
128,30,1.2,5,0.707148
128,30,1.2,8,0.71374
128,30,1.2,16,0.72068
128,30,1.2,24,0.688758
128,30,1.2,32,0.708189
128,30,1.2,48,0.70576
128,30,1.2,64,0.704372
128,30,1.2,96,0.693269
128,30,1.2,128,0.680083
128,30,1.2,192,0.640874
128,30,1.2,256,0.672103
128,30,1.3,3,0.7127
128,30,1.3,5,0.707148
128,30,1.3,8,0.71374
128,30,1.3,16,0.72068
128,30,1.3,24,0.688758
128,30,1.3,32,0.708189
128,30,1.3,48,0.70576
128,30,1.3,64,0.704372
128,30,1.3,96,0.693269
128,30,1.3,128,0.680083
128,30,1.3,192,0.640874
128,30,1.3,256,0.672103
128,30,1.4,3,0.7127
128,30,1.4,5,0.707148
128,30,1.4,8,0.71374
128,30,1.4,16,0.72068
128,30,1.4,24,0.688758
128,30,1.4,32,0.708189
128,30,1.4,48,0.70576
128,30,1.4,64,0.704372
128,30,1.4,96,0.693269
128,30,1.4,128,0.680083
128,30,1.4,192,0.640874
128,30,1.4,256,0.672103
128,30,1.5,3,0.7127
128,30,1.5,5,0.707148
128,30,1.5,8,0.71374
128,30,1.5,16,0.72068
128,30,1.5,24,0.688758
128,30,1.5,32,0.708189
128,30,1.5,48,0.70576
128,30,1.5,64,0.704372
128,30,1.5,96,0.693269
128,30,1.5,128,0.680083
128,30,1.5,192,0.640874
128,30,1.5,256,0.672103
256,5,0.6,3,0.305344
256,5,0.6,5,0.305344
256,5,0.6,8,0.305344
256,5,0.6,16,0.305344
256,5,0.6,24,0.343164
256,5,0.6,32,0.305344
256,5,0.6,48,0.305344
256,5,0.6,64,0.343164
256,5,0.6,96,0.343164
256,5,0.6,128,0.343164
256,5,0.6,192,0.305344
256,5,0.6,256,0.305344
256,5,0.7,3,0.305344
256,5,0.7,5,0.305344
256,5,0.7,8,0.305344
256,5,0.7,16,0.305344
256,5,0.7,24,0.343164
256,5,0.7,32,0.305344
256,5,0.7,48,0.305344
256,5,0.7,64,0.343164
256,5,0.7,96,0.343164
256,5,0.7,128,0.343164
256,5,0.7,192,0.305344
256,5,0.7,256,0.305344
256,5,0.8,3,0.305344
256,5,0.8,5,0.305344
256,5,0.8,8,0.305344
256,5,0.8,16,0.305344
256,5,0.8,24,0.343164
256,5,0.8,32,0.305344
256,5,0.8,48,0.305344
256,5,0.8,64,0.343164
256,5,0.8,96,0.343164
256,5,0.8,128,0.343164
256,5,0.8,192,0.305344
256,5,0.8,256,0.305344
256,5,0.9,3,0.305344
256,5,0.9,5,0.305344
256,5,0.9,8,0.305344
256,5,0.9,16,0.305344
256,5,0.9,24,0.343164
256,5,0.9,32,0.305344
256,5,0.9,48,0.305344
256,5,0.9,64,0.343164
256,5,0.9,96,0.343164
256,5,0.9,128,0.343164
256,5,0.9,192,0.305344
256,5,0.9,256,0.305344
256,5,1.0,3,0.67696
256,5,1.0,5,0.689452
256,5,1.0,8,0.740805
256,5,1.0,16,0.677307
256,5,1.0,24,0.737335
256,5,1.0,32,0.689799
256,5,1.0,48,0.717904
256,5,1.0,64,0.664469
256,5,1.0,96,0.750867
256,5,1.0,128,0.682165
256,5,1.0,192,0.716516
256,5,1.0,256,0.711312
256,5,1.1,3,0.67696
256,5,1.1,5,0.689452
256,5,1.1,8,0.740805
256,5,1.1,16,0.677307
256,5,1.1,24,0.737335
256,5,1.1,32,0.689799
256,5,1.1,48,0.717904
256,5,1.1,64,0.664469
256,5,1.1,96,0.750867
256,5,1.1,128,0.682165
256,5,1.1,192,0.716516
256,5,1.1,256,0.711312
256,5,1.2,3,0.67696
256,5,1.2,5,0.689452
256,5,1.2,8,0.740805
256,5,1.2,16,0.677307
256,5,1.2,24,0.737335
256,5,1.2,32,0.689799
256,5,1.2,48,0.717904
256,5,1.2,64,0.664469
256,5,1.2,96,0.750867
256,5,1.2,128,0.682165
256,5,1.2,192,0.716516
256,5,1.2,256,0.711312
256,5,1.3,3,0.67696
256,5,1.3,5,0.689452
256,5,1.3,8,0.740805
256,5,1.3,16,0.677307
256,5,1.3,24,0.737335
256,5,1.3,32,0.689799
256,5,1.3,48,0.717904
256,5,1.3,64,0.664469
256,5,1.3,96,0.750867
256,5,1.3,128,0.682165
256,5,1.3,192,0.716516
256,5,1.3,256,0.711312
256,5,1.4,3,0.67696
256,5,1.4,5,0.689452
256,5,1.4,8,0.740805
256,5,1.4,16,0.677307
256,5,1.4,24,0.737335
256,5,1.4,32,0.689799
256,5,1.4,48,0.717904
256,5,1.4,64,0.664469
256,5,1.4,96,0.750867
256,5,1.4,128,0.682165
256,5,1.4,192,0.716516
256,5,1.4,256,0.711312
256,5,1.5,3,0.67696
256,5,1.5,5,0.689452
256,5,1.5,8,0.740805
256,5,1.5,16,0.677307
256,5,1.5,24,0.737335
256,5,1.5,32,0.689799
256,5,1.5,48,0.717904
256,5,1.5,64,0.664469
256,5,1.5,96,0.750867
256,5,1.5,128,0.682165
256,5,1.5,192,0.716516
256,5,1.5,256,0.711312
256,10,0.6,3,0.305344
256,10,0.6,5,0.305344
256,10,0.6,8,0.305344
256,10,0.6,16,0.305344
256,10,0.6,24,0.305344
256,10,0.6,32,0.305344
256,10,0.6,48,0.305344
256,10,0.6,64,0.305344
256,10,0.6,96,0.343164
256,10,0.6,128,0.305344
256,10,0.6,192,0.305344
256,10,0.6,256,0.305344
256,10,0.7,3,0.305344
256,10,0.7,5,0.305344
256,10,0.7,8,0.305344
256,10,0.7,16,0.305344
256,10,0.7,24,0.305344
256,10,0.7,32,0.305344
256,10,0.7,48,0.305344
256,10,0.7,64,0.305344
256,10,0.7,96,0.343164
256,10,0.7,128,0.305344
256,10,0.7,192,0.305344
256,10,0.7,256,0.305344
256,10,0.8,3,0.305344
256,10,0.8,5,0.305344
256,10,0.8,8,0.305344
256,10,0.8,16,0.305344
256,10,0.8,24,0.305344
256,10,0.8,32,0.305344
256,10,0.8,48,0.305344
256,10,0.8,64,0.305344
256,10,0.8,96,0.343164
256,10,0.8,128,0.305344
256,10,0.8,192,0.305344
256,10,0.8,256,0.305344
256,10,0.9,3,0.305344
256,10,0.9,5,0.305344
256,10,0.9,8,0.305344
256,10,0.9,16,0.305344
256,10,0.9,24,0.305344
256,10,0.9,32,0.305344
256,10,0.9,48,0.305344
256,10,0.9,64,0.305344
256,10,0.9,96,0.343164
256,10,0.9,128,0.305344
256,10,0.9,192,0.305344
256,10,0.9,256,0.305344
256,10,1.0,3,0.74254
256,10,1.0,5,0.732824
256,10,1.0,8,0.7127
256,10,1.0,16,0.730049
256,10,1.0,24,0.747051
256,10,1.0,32,0.715822
256,10,1.0,48,0.729008
256,10,1.0,64,0.721374
256,10,1.0,96,0.701249
256,10,1.0,128,0.751908
256,10,1.0,192,0.697085
256,10,1.0,256,0.70923
256,10,1.1,3,0.74254
256,10,1.1,5,0.732824
256,10,1.1,8,0.7127
256,10,1.1,16,0.730049
256,10,1.1,24,0.747051
256,10,1.1,32,0.715822
256,10,1.1,48,0.729008
256,10,1.1,64,0.721374
256,10,1.1,96,0.701249
256,10,1.1,128,0.751908
256,10,1.1,192,0.697085
256,10,1.1,256,0.70923
256,10,1.2,3,0.74254
256,10,1.2,5,0.732824
256,10,1.2,8,0.7127
256,10,1.2,16,0.730049
256,10,1.2,24,0.747051
256,10,1.2,32,0.715822
256,10,1.2,48,0.729008
256,10,1.2,64,0.721374
256,10,1.2,96,0.701249
256,10,1.2,128,0.751908
256,10,1.2,192,0.697085
256,10,1.2,256,0.70923
256,10,1.3,3,0.74254
256,10,1.3,5,0.732824
256,10,1.3,8,0.7127
256,10,1.3,16,0.730049
256,10,1.3,24,0.747051
256,10,1.3,32,0.715822
256,10,1.3,48,0.729008
256,10,1.3,64,0.721374
256,10,1.3,96,0.701249
256,10,1.3,128,0.751908
256,10,1.3,192,0.697085
256,10,1.3,256,0.70923
256,10,1.4,3,0.74254
256,10,1.4,5,0.732824
256,10,1.4,8,0.7127
256,10,1.4,16,0.730049
256,10,1.4,24,0.747051
256,10,1.4,32,0.715822
256,10,1.4,48,0.729008
256,10,1.4,64,0.721374
256,10,1.4,96,0.701249
256,10,1.4,128,0.751908
256,10,1.4,192,0.697085
256,10,1.4,256,0.70923
256,10,1.5,3,0.74254
256,10,1.5,5,0.732824
256,10,1.5,8,0.7127
256,10,1.5,16,0.730049
256,10,1.5,24,0.747051
256,10,1.5,32,0.715822
256,10,1.5,48,0.729008
256,10,1.5,64,0.721374
256,10,1.5,96,0.701249
256,10,1.5,128,0.751908
256,10,1.5,192,0.697085
256,10,1.5,256,0.70923
256,15,0.6,3,0.305344
256,15,0.6,5,0.305344
256,15,0.6,8,0.305344
256,15,0.6,16,0.305344
256,15,0.6,24,0.305344
256,15,0.6,32,0.305344
256,15,0.6,48,0.305344
256,15,0.6,64,0.305344
256,15,0.6,96,0.305344
256,15,0.6,128,0.305344
256,15,0.6,192,0.305344
256,15,0.6,256,0.305344
256,15,0.7,3,0.305344
256,15,0.7,5,0.305344
256,15,0.7,8,0.305344
256,15,0.7,16,0.305344
256,15,0.7,24,0.305344
256,15,0.7,32,0.305344
256,15,0.7,48,0.305344
256,15,0.7,64,0.305344
256,15,0.7,96,0.305344
256,15,0.7,128,0.305344
256,15,0.7,192,0.305344
256,15,0.7,256,0.305344
256,15,0.8,3,0.305344
256,15,0.8,5,0.305344
256,15,0.8,8,0.305344
256,15,0.8,16,0.305344
256,15,0.8,24,0.305344
256,15,0.8,32,0.305344
256,15,0.8,48,0.305344
256,15,0.8,64,0.305344
256,15,0.8,96,0.305344
256,15,0.8,128,0.305344
256,15,0.8,192,0.305344
256,15,0.8,256,0.305344
256,15,0.9,3,0.305344
256,15,0.9,5,0.305344
256,15,0.9,8,0.305344
256,15,0.9,16,0.305344
256,15,0.9,24,0.305344
256,15,0.9,32,0.305344
256,15,0.9,48,0.305344
256,15,0.9,64,0.305344
256,15,0.9,96,0.305344
256,15,0.9,128,0.305344
256,15,0.9,192,0.305344
256,15,0.9,256,0.305344
256,15,1.0,3,0.696044
256,15,1.0,5,0.711312
256,15,1.0,8,0.710618
256,15,1.0,16,0.727967
256,15,1.0,24,0.723109
256,15,1.0,32,0.716863
256,15,1.0,48,0.722762
256,15,1.0,64,0.721027
256,15,1.0,96,0.715128
256,15,1.0,128,0.728314
256,15,1.0,192,0.722762
256,15,1.0,256,0.704719
256,15,1.1,3,0.696044
256,15,1.1,5,0.711312
256,15,1.1,8,0.710618
256,15,1.1,16,0.727967
256,15,1.1,24,0.723109
256,15,1.1,32,0.716863
256,15,1.1,48,0.722762
256,15,1.1,64,0.721027
256,15,1.1,96,0.715128
256,15,1.1,128,0.728314
256,15,1.1,192,0.722762
256,15,1.1,256,0.704719
256,15,1.2,3,0.696044
256,15,1.2,5,0.711312
256,15,1.2,8,0.710618
256,15,1.2,16,0.727967
256,15,1.2,24,0.723109
256,15,1.2,32,0.716863
256,15,1.2,48,0.722762
256,15,1.2,64,0.721027
256,15,1.2,96,0.715128
256,15,1.2,128,0.728314
256,15,1.2,192,0.722762
256,15,1.2,256,0.704719
256,15,1.3,3,0.696044
256,15,1.3,5,0.711312
256,15,1.3,8,0.710618
256,15,1.3,16,0.727967
