s,k,res,s2,acc
256,15,1.3,24,0.723109
256,15,1.3,32,0.716863
256,15,1.3,48,0.722762
256,15,1.3,64,0.721027
256,15,1.3,96,0.715128
256,15,1.3,128,0.728314
256,15,1.3,192,0.722762
256,15,1.3,256,0.704719
256,15,1.4,3,0.696044
256,15,1.4,5,0.711312
256,15,1.4,8,0.710618
256,15,1.4,16,0.727967
256,15,1.4,24,0.723109
256,15,1.4,32,0.716863
256,15,1.4,48,0.722762
256,15,1.4,64,0.721027
256,15,1.4,96,0.715128
256,15,1.4,128,0.728314
256,15,1.4,192,0.722762
256,15,1.4,256,0.704719
256,15,1.5,3,0.696044
256,15,1.5,5,0.711312
256,15,1.5,8,0.710618
256,15,1.5,16,0.727967
256,15,1.5,24,0.723109
256,15,1.5,32,0.716863
256,15,1.5,48,0.722762
256,15,1.5,64,0.721027
256,15,1.5,96,0.715128
256,15,1.5,128,0.728314
256,15,1.5,192,0.722762
256,15,1.5,256,0.704719
256,20,0.6,3,0.305344
256,20,0.6,5,0.305344
256,20,0.6,8,0.305344
256,20,0.6,16,0.305344
256,20,0.6,24,0.305344
256,20,0.6,32,0.305344
256,20,0.6,48,0.305344
256,20,0.6,64,0.305344
256,20,0.6,96,0.305344
256,20,0.6,128,0.305344
256,20,0.6,192,0.305344
256,20,0.6,256,0.305344
256,20,0.7,3,0.305344
256,20,0.7,5,0.305344
256,20,0.7,8,0.305344
256,20,0.7,16,0.305344
256,20,0.7,24,0.305344
256,20,0.7,32,0.305344
256,20,0.7,48,0.305344
256,20,0.7,64,0.305344
256,20,0.7,96,0.305344
256,20,0.7,128,0.305344
256,20,0.7,192,0.305344
256,20,0.7,256,0.305344
256,20,0.8,3,0.305344
256,20,0.8,5,0.305344
256,20,0.8,8,0.305344
256,20,0.8,16,0.305344
256,20,0.8,24,0.305344
256,20,0.8,32,0.305344
256,20,0.8,48,0.305344
256,20,0.8,64,0.305344
256,20,0.8,96,0.305344
256,20,0.8,128,0.305344
256,20,0.8,192,0.305344
256,20,0.8,256,0.305344
256,20,0.9,3,0.305344
256,20,0.9,5,0.305344
256,20,0.9,8,0.305344
256,20,0.9,16,0.305344
256,20,0.9,24,0.305344
256,20,0.9,32,0.305344
256,20,0.9,48,0.305344
256,20,0.9,64,0.305344
256,20,0.9,96,0.305344
256,20,0.9,128,0.305344
256,20,0.9,192,0.305344
256,20,0.9,256,0.305344
256,20,1.0,3,0.687717
256,20,1.0,5,0.713393
256,20,1.0,8,0.714781
256,20,1.0,16,0.721027
256,20,1.0,24,0.723109
256,20,1.0,32,0.715822
256,20,1.0,48,0.719292
256,20,1.0,64,0.722068
256,20,1.0,96,0.686329
256,20,1.0,128,0.724844
256,20,1.0,192,0.722415
256,20,1.0,256,0.707842
256,20,1.1,3,0.687717
256,20,1.1,5,0.713393
256,20,1.1,8,0.714781
256,20,1.1,16,0.721027
256,20,1.1,24,0.723109
256,20,1.1,32,0.715822
256,20,1.1,48,0.719292
256,20,1.1,64,0.722068
256,20,1.1,96,0.686329
256,20,1.1,128,0.724844
256,20,1.1,192,0.722415
256,20,1.1,256,0.707842
256,20,1.2,3,0.687717
256,20,1.2,5,0.713393
256,20,1.2,8,0.714781
256,20,1.2,16,0.721027
256,20,1.2,24,0.723109
256,20,1.2,32,0.715822
256,20,1.2,48,0.719292
256,20,1.2,64,0.722068
256,20,1.2,96,0.686329
256,20,1.2,128,0.724844
256,20,1.2,192,0.722415
256,20,1.2,256,0.707842
256,20,1.3,3,0.687717
256,20,1.3,5,0.713393
256,20,1.3,8,0.714781
256,20,1.3,16,0.721027
256,20,1.3,24,0.723109
256,20,1.3,32,0.715822
256,20,1.3,48,0.719292
256,20,1.3,64,0.722068
256,20,1.3,96,0.686329
256,20,1.3,128,0.724844
256,20,1.3,192,0.722415
256,20,1.3,256,0.707842
256,20,1.4,3,0.687717
256,20,1.4,5,0.713393
256,20,1.4,8,0.714781
256,20,1.4,16,0.721027
256,20,1.4,24,0.723109
256,20,1.4,32,0.715822
256,20,1.4,48,0.719292
256,20,1.4,64,0.722068
256,20,1.4,96,0.686329
256,20,1.4,128,0.724844
256,20,1.4,192,0.722415
256,20,1.4,256,0.707842
256,20,1.5,3,0.687717
256,20,1.5,5,0.713393
256,20,1.5,8,0.714781
256,20,1.5,16,0.721027
256,20,1.5,24,0.723109
256,20,1.5,32,0.715822
256,20,1.5,48,0.719292
256,20,1.5,64,0.722068
256,20,1.5,96,0.686329
256,20,1.5,128,0.724844
256,20,1.5,192,0.722415
256,20,1.5,256,0.707842
256,30,0.6,3,0.305344
256,30,0.6,5,0.305344
256,30,0.6,8,0.305344
256,30,0.6,16,0.305344
256,30,0.6,24,0.305344
256,30,0.6,32,0.305344
256,30,0.6,48,0.305344
256,30,0.6,64,0.305344
256,30,0.6,96,0.305344
256,30,0.6,128,0.305344
256,30,0.6,192,0.305344
256,30,0.6,256,0.305344
256,30,0.7,3,0.305344
256,30,0.7,5,0.305344
256,30,0.7,8,0.305344
256,30,0.7,16,0.305344
256,30,0.7,24,0.305344
256,30,0.7,32,0.305344
256,30,0.7,48,0.305344
256,30,0.7,64,0.305344
256,30,0.7,96,0.305344
256,30,0.7,128,0.305344
256,30,0.7,192,0.305344
256,30,0.7,256,0.305344
256,30,0.8,3,0.305344
256,30,0.8,5,0.305344
256,30,0.8,8,0.305344
256,30,0.8,16,0.305344
256,30,0.8,24,0.305344
256,30,0.8,32,0.305344
256,30,0.8,48,0.305344
256,30,0.8,64,0.305344
256,30,0.8,96,0.305344
256,30,0.8,128,0.305344
256,30,0.8,192,0.305344
256,30,0.8,256,0.305344
256,30,0.9,3,0.305344
256,30,0.9,5,0.305344
256,30,0.9,8,0.305344
256,30,0.9,16,0.305344
256,30,0.9,24,0.305344
256,30,0.9,32,0.305344
256,30,0.9,48,0.305344
256,30,0.9,64,0.305344
256,30,0.9,96,0.305344
256,30,0.9,128,0.305344
256,30,0.9,192,0.305344
256,30,0.9,256,0.305344
256,30,1.0,3,0.689452
256,30,1.0,5,0.711312
256,30,1.0,8,0.713393
256,30,1.0,16,0.722415
256,30,1.0,24,0.722762
256,30,1.0,32,0.716169
256,30,1.0,48,0.720333
256,30,1.0,64,0.719292
256,30,1.0,96,0.715822
256,30,1.0,128,0.72415
256,30,1.0,192,0.721027
256,30,1.0,256,0.709924
256,30,1.1,3,0.689452
256,30,1.1,5,0.711312
256,30,1.1,8,0.713393
256,30,1.1,16,0.722415
256,30,1.1,24,0.722762
256,30,1.1,32,0.716169
256,30,1.1,48,0.720333
256,30,1.1,64,0.719292
256,30,1.1,96,0.715822
256,30,1.1,128,0.72415
256,30,1.1,192,0.721027
256,30,1.1,256,0.709924
256,30,1.2,3,0.689452
256,30,1.2,5,0.711312
256,30,1.2,8,0.713393
256,30,1.2,16,0.722415
256,30,1.2,24,0.722762
256,30,1.2,32,0.716169
256,30,1.2,48,0.720333
256,30,1.2,64,0.719292
256,30,1.2,96,0.715822
256,30,1.2,128,0.72415
256,30,1.2,192,0.721027
256,30,1.2,256,0.709924
256,30,1.3,3,0.689452
256,30,1.3,5,0.711312
256,30,1.3,8,0.713393
256,30,1.3,16,0.722415
256,30,1.3,24,0.722762
256,30,1.3,32,0.716169
256,30,1.3,48,0.720333
256,30,1.3,64,0.719292
256,30,1.3,96,0.715822
256,30,1.3,128,0.72415
256,30,1.3,192,0.721027
256,30,1.3,256,0.709924
256,30,1.4,3,0.689452
256,30,1.4,5,0.711312
256,30,1.4,8,0.713393
256,30,1.4,16,0.722415
256,30,1.4,24,0.722762
256,30,1.4,32,0.716169
256,30,1.4,48,0.720333
256,30,1.4,64,0.719292
256,30,1.4,96,0.715822
256,30,1.4,128,0.72415
256,30,1.4,192,0.721027
256,30,1.4,256,0.709924
256,30,1.5,3,0.689452
256,30,1.5,5,0.711312
256,30,1.5,8,0.713393
256,30,1.5,16,0.722415
256,30,1.5,24,0.722762
256,30,1.5,32,0.716169
256,30,1.5,48,0.720333
256,30,1.5,64,0.719292
256,30,1.5,96,0.715822
256,30,1.5,128,0.72415
256,30,1.5,192,0.721027
256,30,1.5,256,0.709924
512,5,0.6,3,0.343164
512,5,0.6,5,0.305344
512,5,0.6,8,0.343164
512,5,0.6,16,0.305344
512,5,0.6,24,0.343164
512,5,0.6,32,0.305344
512,5,0.6,48,0.305344
512,5,0.6,64,0.305344
512,5,0.6,96,0.343164
512,5,0.6,128,0.305344
512,5,0.6,192,0.305344
512,5,0.6,256,0.305344
512,5,0.7,3,0.343164
512,5,0.7,5,0.305344
512,5,0.7,8,0.343164
512,5,0.7,16,0.305344
512,5,0.7,24,0.343164
512,5,0.7,32,0.305344
512,5,0.7,48,0.305344
512,5,0.7,64,0.305344
512,5,0.7,96,0.343164
512,5,0.7,128,0.305344
512,5,0.7,192,0.305344
512,5,0.7,256,0.305344
512,5,0.8,3,0.343164
512,5,0.8,5,0.305344
512,5,0.8,8,0.343164
512,5,0.8,16,0.305344
512,5,0.8,24,0.343164
512,5,0.8,32,0.305344
512,5,0.8,48,0.305344
512,5,0.8,64,0.305344
512,5,0.8,96,0.343164
512,5,0.8,128,0.305344
512,5,0.8,192,0.305344
512,5,0.8,256,0.305344
512,5,0.9,3,0.343164
512,5,0.9,5,0.305344
512,5,0.9,8,0.343164
512,5,0.9,16,0.305344
512,5,0.9,24,0.343164
512,5,0.9,32,0.305344
512,5,0.9,48,0.305344
512,5,0.9,64,0.305344
512,5,0.9,96,0.343164
512,5,0.9,128,0.305344
512,5,0.9,192,0.305344
512,5,0.9,256,0.305344
512,5,1.0,3,0.673144
512,5,1.0,5,0.757113
512,5,1.0,8,0.665163
512,5,1.0,16,0.688411
512,5,1.0,24,0.756766
512,5,1.0,32,0.592991
512,5,1.0,48,0.616933
512,5,1.0,64,0.729702
512,5,1.0,96,0.715128
512,5,1.0,128,0.69084
512,5,1.0,192,0.750173
512,5,1.0,256,0.753643
512,5,1.1,3,0.673144
512,5,1.1,5,0.757113
512,5,1.1,8,0.665163
512,5,1.1,16,0.688411
512,5,1.1,24,0.756766
512,5,1.1,32,0.592991
512,5,1.1,48,0.616933
512,5,1.1,64,0.729702
512,5,1.1,96,0.715128
512,5,1.1,128,0.69084
512,5,1.1,192,0.750173
512,5,1.1,256,0.753643
512,5,1.2,3,0.673144
512,5,1.2,5,0.757113
512,5,1.2,8,0.665163
512,5,1.2,16,0.688411
512,5,1.2,24,0.756766
512,5,1.2,32,0.592991
512,5,1.2,48,0.616933
512,5,1.2,64,0.729702
512,5,1.2,96,0.715128
512,5,1.2,128,0.69084
512,5,1.2,192,0.750173
512,5,1.2,256,0.753643
512,5,1.3,3,0.673144
512,5,1.3,5,0.757113
512,5,1.3,8,0.665163
512,5,1.3,16,0.688411
512,5,1.3,24,0.756766
512,5,1.3,32,0.592991
512,5,1.3,48,0.616933
512,5,1.3,64,0.729702
512,5,1.3,96,0.715128
512,5,1.3,128,0.69084
512,5,1.3,192,0.750173
512,5,1.3,256,0.753643
512,5,1.4,3,0.673144
512,5,1.4,5,0.757113
512,5,1.4,8,0.665163
512,5,1.4,16,0.688411
512,5,1.4,24,0.756766
512,5,1.4,32,0.592991
512,5,1.4,48,0.616933
512,5,1.4,64,0.729702
512,5,1.4,96,0.715128
512,5,1.4,128,0.69084
512,5,1.4,192,0.750173
512,5,1.4,256,0.753643
512,5,1.5,3,0.673144
512,5,1.5,5,0.757113
512,5,1.5,8,0.665163
512,5,1.5,16,0.688411
512,5,1.5,24,0.756766
512,5,1.5,32,0.592991
512,5,1.5,48,0.616933
512,5,1.5,64,0.729702
512,5,1.5,96,0.715128
512,5,1.5,128,0.69084
512,5,1.5,192,0.750173
512,5,1.5,256,0.753643
512,10,0.6,3,0.305344
512,10,0.6,5,0.305344
512,10,0.6,8,0.305344
512,10,0.6,16,0.305344
512,10,0.6,24,0.305344
512,10,0.6,32,0.305344
512,10,0.6,48,0.305344
512,10,0.6,64,0.305344
512,10,0.6,96,0.343164
512,10,0.6,128,0.305344
512,10,0.6,192,0.305344
512,10,0.6,256,0.305344
512,10,0.7,3,0.305344
512,10,0.7,5,0.305344
512,10,0.7,8,0.305344
512,10,0.7,16,0.305344
512,10,0.7,24,0.305344
512,10,0.7,32,0.305344
512,10,0.7,48,0.305344
512,10,0.7,64,0.305344
512,10,0.7,96,0.343164
512,10,0.7,128,0.305344
512,10,0.7,192,0.305344
512,10,0.7,256,0.305344
512,10,0.8,3,0.305344
512,10,0.8,5,0.305344
512,10,0.8,8,0.305344
512,10,0.8,16,0.305344
512,10,0.8,24,0.305344
512,10,0.8,32,0.305344
512,10,0.8,48,0.305344
512,10,0.8,64,0.305344
512,10,0.8,96,0.343164
512,10,0.8,128,0.305344
512,10,0.8,192,0.305344
512,10,0.8,256,0.305344
512,10,0.9,3,0.305344
512,10,0.9,5,0.305344
512,10,0.9,8,0.305344
512,10,0.9,16,0.305344
512,10,0.9,24,0.305344
512,10,0.9,32,0.305344
512,10,0.9,48,0.305344
512,10,0.9,64,0.305344
512,10,0.9,96,0.343164
512,10,0.9,128,0.305344
512,10,0.9,192,0.305344
512,10,0.9,256,0.305344
512,10,1.0,3,0.716169
512,10,1.0,5,0.722762
512,10,1.0,8,0.724497
512,10,1.0,16,0.756419
512,10,1.0,24,0.756072
512,10,1.0,32,0.699861
512,10,1.0,48,0.730743
512,10,1.0,64,0.738376
512,10,1.0,96,0.755725
512,10,1.0,128,0.753643
512,10,1.0,192,0.751561
512,10,1.0,256,0.730049
512,10,1.1,3,0.716169
512,10,1.1,5,0.722762
512,10,1.1,8,0.724497
512,10,1.1,16,0.756419
512,10,1.1,24,0.756072
512,10,1.1,32,0.699861
512,10,1.1,48,0.730743
512,10,1.1,64,0.738376
512,10,1.1,96,0.755725
512,10,1.1,128,0.753643
512,10,1.1,192,0.751561
512,10,1.1,256,0.730049
512,10,1.2,3,0.716169
512,10,1.2,5,0.722762
512,10,1.2,8,0.724497
512,10,1.2,16,0.756419
512,10,1.2,24,0.756072
512,10,1.2,32,0.699861
512,10,1.2,48,0.730743
512,10,1.2,64,0.738376
512,10,1.2,96,0.755725
512,10,1.2,128,0.753643
512,10,1.2,192,0.751561
512,10,1.2,256,0.730049
512,10,1.3,3,0.716169
512,10,1.3,5,0.722762
512,10,1.3,8,0.724497
512,10,1.3,16,0.756419
512,10,1.3,24,0.756072
512,10,1.3,32,0.699861
512,10,1.3,48,0.730743
512,10,1.3,64,0.738376
512,10,1.3,96,0.755725
512,10,1.3,128,0.753643
512,10,1.3,192,0.751561
512,10,1.3,256,0.730049
512,10,1.4,3,0.716169
512,10,1.4,5,0.722762
512,10,1.4,8,0.724497
512,10,1.4,16,0.756419
512,10,1.4,24,0.756072
512,10,1.4,32,0.699861
512,10,1.4,48,0.730743
512,10,1.4,64,0.738376
512,10,1.4,96,0.755725
512,10,1.4,128,0.753643
512,10,1.4,192,0.751561
512,10,1.4,256,0.730049
512,10,1.5,3,0.716169
512,10,1.5,5,0.722762
512,10,1.5,8,0.724497
512,10,1.5,16,0.756419
512,10,1.5,24,0.756072
512,10,1.5,32,0.699861
512,10,1.5,48,0.730743
512,10,1.5,64,0.738376
512,10,1.5,96,0.755725
512,10,1.5,128,0.753643
512,10,1.5,192,0.751561
512,10,1.5,256,0.730049
512,15,0.6,3,0.305344
512,15,0.6,5,0.305344
512,15,0.6,8,0.305344
512,15,0.6,16,0.305344
512,15,0.6,24,0.305344
512,15,0.6,32,0.305344
512,15,0.6,48,0.305344
512,15,0.6,64,0.305344
512,15,0.6,96,0.305344
512,15,0.6,128,0.305344
512,15,0.6,192,0.305344
512,15,0.6,256,0.305344
512,15,0.7,3,0.305344
512,15,0.7,5,0.305344
512,15,0.7,8,0.305344
512,15,0.7,16,0.305344
512,15,0.7,24,0.305344
512,15,0.7,32,0.305344
512,15,0.7,48,0.305344
512,15,0.7,64,0.305344
512,15,0.7,96,0.305344
512,15,0.7,128,0.305344
512,15,0.7,192,0.305344
512,15,0.7,256,0.305344
512,15,0.8,3,0.305344
512,15,0.8,5,0.305344
512,15,0.8,8,0.305344
512,15,0.8,16,0.305344
512,15,0.8,24,0.305344
512,15,0.8,32,0.305344
512,15,0.8,48,0.305344
512,15,0.8,64,0.305344
512,15,0.8,96,0.305344
512,15,0.8,128,0.305344
512,15,0.8,192,0.305344
512,15,0.8,256,0.305344
512,15,0.9,3,0.305344
512,15,0.9,5,0.305344
512,15,0.9,8,0.305344
512,15,0.9,16,0.305344
512,15,0.9,24,0.305344
512,15,0.9,32,0.305344
512,15,0.9,48,0.305344
512,15,0.9,64,0.305344
512,15,0.9,96,0.305344
512,15,0.9,128,0.305344
512,15,0.9,192,0.305344
512,15,0.9,256,0.305344
512,15,1.0,3,0.745663
512,15,1.0,5,0.721374
512,15,1.0,8,0.723456
512,15,1.0,16,0.723803
512,15,1.0,24,0.724497
512,15,1.0,32,0.740805
512,15,1.0,48,0.726926
512,15,1.0,64,0.727967
512,15,1.0,96,0.729008
512,15,1.0,128,0.760236
512,15,1.0,192,0.729355
512,15,1.0,256,0.735253
512,15,1.1,3,0.745663
512,15,1.1,5,0.721374
512,15,1.1,8,0.723456
512,15,1.1,16,0.723803
512,15,1.1,24,0.724497
512,15,1.1,32,0.740805
512,15,1.1,48,0.726926
512,15,1.1,64,0.727967
512,15,1.1,96,0.729008
512,15,1.1,128,0.760236
512,15,1.1,192,0.729355
512,15,1.1,256,0.735253
512,15,1.2,3,0.745663
512,15,1.2,5,0.721374
512,15,1.2,8,0.723456
512,15,1.2,16,0.723803
512,15,1.2,24,0.724497
512,15,1.2,32,0.740805
512,15,1.2,48,0.726926
512,15,1.2,64,0.727967
512,15,1.2,96,0.729008
512,15,1.2,128,0.760236
512,15,1.2,192,0.729355
512,15,1.2,256,0.735253
512,15,1.3,3,0.745663
512,15,1.3,5,0.721374
512,15,1.3,8,0.723456
512,15,1.3,16,0.723803
512,15,1.3,24,0.724497
512,15,1.3,32,0.740805
512,15,1.3,48,0.726926
512,15,1.3,64,0.727967
512,15,1.3,96,0.729008
512,15,1.3,128,0.760236
512,15,1.3,192,0.729355
512,15,1.3,256,0.735253
512,15,1.4,3,0.745663
512,15,1.4,5,0.721374
512,15,1.4,8,0.723456
512,15,1.4,16,0.723803
512,15,1.4,24,0.724497
512,15,1.4,32,0.740805
512,15,1.4,48,0.726926
512,15,1.4,64,0.727967
512,15,1.4,96,0.729008
512,15,1.4,128,0.760236
512,15,1.4,192,0.729355
512,15,1.4,256,0.735253
512,15,1.5,3,0.745663
512,15,1.5,5,0.721374
512,15,1.5,8,0.723456
512,15,1.5,16,0.723803
512,15,1.5,24,0.724497
512,15,1.5,32,0.740805
512,15,1.5,48,0.726926
512,15,1.5,64,0.727967
512,15,1.5,96,0.729008
512,15,1.5,128,0.760236
512,15,1.5,192,0.729355
512,15,1.5,256,0.735253
512,20,0.6,3,0.305344
512,20,0.6,5,0.305344
512,20,0.6,8,0.305344
512,20,0.6,16,0.305344
512,20,0.6,24,0.305344
512,20,0.6,32,0.305344
512,20,0.6,48,0.305344
512,20,0.6,64,0.305344
512,20,0.6,96,0.305344
512,20,0.6,128,0.305344
512,20,0.6,192,0.305344
512,20,0.6,256,0.305344
512,20,0.7,3,0.305344
512,20,0.7,5,0.305344
512,20,0.7,8,0.305344
512,20,0.7,16,0.305344
512,20,0.7,24,0.305344
512,20,0.7,32,0.305344
512,20,0.7,48,0.305344
512,20,0.7,64,0.305344
512,20,0.7,96,0.305344
512,20,0.7,128,0.305344
512,20,0.7,192,0.305344
512,20,0.7,256,0.305344
512,20,0.8,3,0.305344
512,20,0.8,5,0.305344
512,20,0.8,8,0.305344
512,20,0.8,16,0.305344
512,20,0.8,24,0.305344
512,20,0.8,32,0.305344
512,20,0.8,48,0.305344
512,20,0.8,64,0.305344
512,20,0.8,96,0.305344
512,20,0.8,128,0.305344
512,20,0.8,192,0.305344
512,20,0.8,256,0.305344
512,20,0.9,3,0.305344
512,20,0.9,5,0.305344
512,20,0.9,8,0.305344
512,20,0.9,16,0.305344
512,20,0.9,24,0.305344
512,20,0.9,32,0.305344
512,20,0.9,48,0.305344
512,20,0.9,64,0.305344
512,20,0.9,96,0.305344
512,20,0.9,128,0.305344
512,20,0.9,192,0.305344
512,20,0.9,256,0.305344
512,20,1.0,3,0.749133
512,20,1.0,5,0.72068
512,20,1.0,8,0.721721
512,20,1.0,16,0.725538
512,20,1.0,24,0.726579
512,20,1.0,32,0.73213
512,20,1.0,48,0.726579
512,20,1.0,64,0.730396
512,20,1.0,96,0.720333
512,20,1.0,128,0.727273
512,20,1.0,192,0.728314
512,20,1.0,256,0.742193
512,20,1.1,3,0.749133
512,20,1.1,5,0.72068
512,20,1.1,8,0.721721
512,20,1.1,16,0.725538
512,20,1.1,24,0.726579
512,20,1.1,32,0.73213
512,20,1.1,48,0.726579
512,20,1.1,64,0.730396
512,20,1.1,96,0.720333
512,20,1.1,128,0.727273
512,20,1.1,192,0.728314
512,20,1.1,256,0.742193
512,20,1.2,3,0.749133
512,20,1.2,5,0.72068
512,20,1.2,8,0.721721
512,20,1.2,16,0.725538
512,20,1.2,24,0.726579
512,20,1.2,32,0.73213
512,20,1.2,48,0.726579
512,20,1.2,64,0.730396
512,20,1.2,96,0.720333
512,20,1.2,128,0.727273
512,20,1.2,192,0.728314
512,20,1.2,256,0.742193
512,20,1.3,3,0.749133
512,20,1.3,5,0.72068
512,20,1.3,8,0.721721
512,20,1.3,16,0.725538
512,20,1.3,24,0.726579
512,20,1.3,32,0.73213
512,20,1.3,48,0.726579
512,20,1.3,64,0.730396
512,20,1.3,96,0.720333
512,20,1.3,128,0.727273
512,20,1.3,192,0.728314
512,20,1.3,256,0.742193
512,20,1.4,3,0.749133
512,20,1.4,5,0.72068
512,20,1.4,8,0.721721
512,20,1.4,16,0.725538
512,20,1.4,24,0.726579
512,20,1.4,32,0.73213
512,20,1.4,48,0.726579
512,20,1.4,64,0.730396
512,20,1.4,96,0.720333
512,20,1.4,128,0.727273
512,20,1.4,192,0.728314
512,20,1.4,256,0.742193
512,20,1.5,3,0.749133
512,20,1.5,5,0.72068
512,20,1.5,8,0.721721
512,20,1.5,16,0.725538
512,20,1.5,24,0.726579
512,20,1.5,32,0.73213
512,20,1.5,48,0.726579
512,20,1.5,64,0.730396
